"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group D","some high school","free/reduced","none","57","76","69"
"male","group D","high school","free/reduced","none","39","40","40"
"female","group C","some college","standard","none","66","67","66"
"female","group E","high school","standard","none","61","73","74"
"male","group A","some high school","standard","none","48","44","45"
"male","group E","some high school","standard","none","92","84","77"
"female","group D","some college","standard","completed","64","70","69"
"female","group C","some college","free/reduced","none","56","68","72"
"female","group C","some college","standard","none","57","69","67"
"female","group D","some high school","standard","none","64","71","63"
"male","group C","some college","free/reduced","none","58","62","57"
"female","group E","some college","standard","none","64","70","68"
"male","group B","bachelor's degree","standard","none","94","92","87"
"male","group C","associate's degree","standard","none","68","71","70"
"female","group D","some high school","standard","completed","81","85","90"
"female","group B","associate's degree","standard","completed","61","69","75"
"female","group A","some college","free/reduced","completed","55","67","68"
"female","group C","some college","free/reduced","none","69","75","70"
"male","group B","some high school","free/reduced","none","48","45","50"
"female","group D","some high school","standard","none","79","86","87"
"male","group C","master's degree","standard","completed","75","78","75"
"female","group B","some college","free/reduced","none","61","74","70"
"female","group C","associate's degree","standard","none","86","87","90"
"male","group C","some college","standard","none","51","44","47"
"female","group C","associate's degree","free/reduced","none","51","65","66"
"female","group A","associate's degree","free/reduced","none","78","82","86"
"male","group C","associate's degree","free/reduced","none","52","49","48"
"male","group A","high school","standard","none","51","52","45"
"male","group A","some college","standard","completed","61","53","61"
"female","group B","some college","standard","completed","68","81","83"
"female","group B","associate's degree","free/reduced","none","61","71","61"
"female","group C","some college","standard","none","73","80","79"
"male","group C","some high school","free/reduced","completed","62","59","66"
"female","group A","some college","free/reduced","none","72","83","88"
"male","group E","master's degree","standard","none","75","73","67"
"male","group D","some high school","standard","completed","91","83","86"
"female","group B","some college","free/reduced","none","73","87","86"
"female","group E","associate's degree","free/reduced","completed","51","65","63"
"female","group D","master's degree","standard","none","96","99","98"
"female","group B","associate's degree","standard","none","75","85","81"
"male","group D","high school","free/reduced","completed","63","56","59"
"female","group D","some high school","free/reduced","none","64","86","86"
"male","group D","some high school","free/reduced","completed","62","67","61"
"male","group E","high school","standard","completed","73","61","60"
"male","group B","associate's degree","standard","none","56","58","52"
"male","group D","bachelor's degree","standard","none","52","52","60"
"male","group C","high school","free/reduced","none","55","49","45"
"female","group C","some high school","free/reduced","completed","64","68","68"
"female","group D","bachelor's degree","standard","completed","74","82","91"
"female","group C","some college","standard","completed","64","79","76"
"female","group D","associate's degree","free/reduced","completed","75","93","97"
"male","group E","some college","standard","none","70","58","55"
"male","group C","some college","standard","none","59","68","59"
"male","group A","associate's degree","standard","completed","74","69","68"
"male","group B","some high school","standard","completed","57","62","57"
"female","group B","high school","free/reduced","none","58","79","73"
"female","group B","master's degree","standard","none","57","63","68"
"female","group D","associate's degree","free/reduced","none","44","59","60"
"female","group C","some high school","standard","none","75","71","78"
"male","group E","master's degree","free/reduced","completed","67","68","66"
"female","group B","high school","free/reduced","none","50","55","59"
"male","group E","bachelor's degree","free/reduced","completed","91","82","86"
"female","group A","bachelor's degree","free/reduced","none","63","74","68"
"male","group B","bachelor's degree","free/reduced","completed","71","79","73"
"male","group B","associate's degree","free/reduced","none","58","63","54"
"female","group D","associate's degree","standard","none","82","91","86"
"female","group E","high school","standard","none","80","85","87"
"male","group A","high school","free/reduced","none","54","55","50"
"male","group A","some college","standard","none","68","68","65"
"male","group A","some high school","standard","none","95","78","74"
"female","group C","master's degree","free/reduced","none","56","79","74"
"male","group D","some college","standard","none","78","74","72"
"female","group A","some college","standard","completed","87","100","100"
"female","group C","bachelor's degree","free/reduced","none","42","43","46"
"female","group B","associate's degree","free/reduced","none","61","73","72"
"female","group D","some high school","standard","none","42","46","52"
"male","group C","some high school","standard","none","52","50","42"
"male","group B","high school","free/reduced","none","68","60","51"
"female","group E","some high school","free/reduced","completed","54","63","65"
"male","group B","high school","free/reduced","none","36","40","33"
"female","group C","some high school","standard","completed","76","81","82"
"female","group C","some college","standard","completed","73","89","93"
"male","group C","associate's degree","standard","completed","71","72","61"
"female","group D","some college","free/reduced","none","47","60","54"
"male","group A","bachelor's degree","free/reduced","completed","48","66","59"
"female","group C","some college","standard","none","54","68","62"
"male","group B","some college","free/reduced","none","53","49","43"
"female","group C","some high school","standard","completed","59","76","77"
"female","group C","some college","standard","completed","70","87","83"
"male","group C","some high school","standard","none","65","61","51"
"male","group D","some high school","standard","none","74","60","63"
"female","group D","some college","standard","none","58","59","67"
"female","group C","some college","standard","none","63","63","67"
"female","group C","high school","standard","completed","47","55","58"
"female","group D","bachelor's degree","standard","none","70","77","84"
"male","group E","high school","standard","completed","59","54","52"
"male","group C","some high school","free/reduced","completed","54","57","57"
"male","group D","bachelor's degree","standard","none","90","85","81"
"male","group E","high school","free/reduced","completed","78","71","67"
"male","group C","some college","standard","completed","99","95","89"
"male","group D","some college","free/reduced","completed","63","68","65"
"male","group C","some college","free/reduced","completed","58","48","57"
"female","group B","some college","standard","completed","72","81","79"
"male","group D","high school","standard","completed","66","67","72"
"male","group C","associate's degree","free/reduced","none","40","42","37"
"male","group C","associate's degree","standard","none","73","74","69"
"male","group D","some high school","standard","none","78","71","72"
"female","group C","high school","free/reduced","none","49","64","57"
"male","group E","bachelor's degree","standard","none","81","69","68"
"male","group C","associate's degree","free/reduced","completed","44","51","52"
"female","group D","some college","standard","completed","85","100","99"
"male","group C","high school","standard","none","60","52","48"
"male","group A","high school","free/reduced","none","53","54","52"
"male","group D","high school","free/reduced","completed","66","74","67"
"female","group B","high school","standard","completed","59","74","73"
"male","group C","high school","free/reduced","none","59","67","62"
"female","group E","some college","free/reduced","completed","68","73","71"
"female","group C","some college","standard","completed","67","77","84"
"female","group B","some high school","standard","none","47","50","47"
"male","group D","some high school","free/reduced","none","60","54","57"
"female","group D","bachelor's degree","standard","none","93","87","94"
"male","group E","bachelor's degree","standard","none","70","64","59"
"female","group B","associate's degree","free/reduced","none","39","54","47"
"female","group C","high school","standard","none","84","99","92"
"female","group B","some high school","standard","none","63","66","68"
"male","group E","master's degree","free/reduced","completed","86","80","77"
"male","group B","master's degree","standard","none","64","65","61"
"male","group B","some high school","standard","none","74","66","67"
"female","group E","some college","standard","none","78","78","77"
"male","group E","high school","free/reduced","none","57","54","49"
"male","group D","high school","free/reduced","completed","64","63","69"
"male","group C","some college","standard","none","54","46","46"
"female","group B","bachelor's degree","standard","none","73","86","87"
"female","group C","high school","standard","completed","81","83","94"
"female","group C","high school","free/reduced","none","40","60","51"
"female","group C","high school","free/reduced","none","55","60","54"
"male","group D","associate's degree","standard","none","90","83","80"
"male","group B","associate's degree","free/reduced","completed","42","52","50"
"female","group D","some high school","standard","completed","68","79","75"
"male","group D","some college","standard","completed","87","81","87"
"male","group C","associate's degree","free/reduced","none","60","63","55"
"female","group C","high school","standard","completed","64","79","79"
"male","group C","associate's degree","standard","none","79","66","65"
"male","group D","some high school","free/reduced","none","40","52","44"
"female","group C","high school","standard","none","63","74","70"
"male","group B","high school","standard","none","73","72","69"
"male","group D","associate's degree","free/reduced","none","40","40","36"
"male","group B","high school","standard","completed","68","70","71"
"male","group D","high school","free/reduced","none","72","75","75"
"male","group D","some high school","standard","none","55","51","43"
"male","group A","some high school","free/reduced","none","57","61","56"
"male","group B","some high school","free/reduced","none","71","63","57"
"male","group E","some high school","standard","completed","98","100","98"
"male","group E","some college","standard","none","85","71","69"
"male","group C","associate's degree","free/reduced","completed","66","71","67"
"male","group E","associate's degree","standard","completed","87","81","87"
"female","group C","bachelor's degree","standard","none","63","72","68"
"male","group B","some college","standard","none","69","64","57"
"female","group C","high school","free/reduced","completed","62","81","79"
"female","group E","some high school","free/reduced","none","42","46","45"
"male","group B","some high school","standard","none","38","46","36"
"female","group C","bachelor's degree","free/reduced","completed","77","90","94"
"male","group B","associate's degree","free/reduced","none","75","77","69"
"male","group D","some college","standard","completed","60","61","60"
"male","group C","some high school","standard","none","69","58","52"
"female","group B","high school","free/reduced","none","49","51","48"
"male","group A","high school","standard","none","61","56","53"
"female","group D","bachelor's degree","standard","none","72","79","76"
"male","group B","high school","standard","completed","72","59","58"
"male","group B","associate's degree","standard","completed","84","91","86"
"female","group C","some high school","free/reduced","none","65","77","81"
"female","group C","associate's degree","standard","none","81","93","96"
"female","group C","bachelor's degree","standard","none","83","89","86"
"male","group D","some college","standard","none","78","77","71"
"male","group B","some high school","free/reduced","completed","82","81","80"
"female","group B","some college","standard","completed","66","79","78"
"female","group D","some college","free/reduced","none","36","56","55"
"male","group D","some college","free/reduced","none","75","76","65"
"female","group B","high school","free/reduced","none","50","58","59"
"male","group D","some high school","standard","completed","69","68","71"
"female","group A","some high school","free/reduced","none","52","66","66"
"male","group B","some high school","free/reduced","none","62","60","59"
"male","group D","associate's degree","free/reduced","completed","67","72","68"
"female","group A","some high school","standard","completed","32","46","41"
"male","group D","associate's degree","standard","none","90","84","83"
"male","group C","bachelor's degree","free/reduced","none","84","83","76"
"female","group E","some high school","standard","none","98","92","89"
"female","group C","associate's degree","standard","completed","83","100","100"
"female","group D","associate's degree","standard","none","78","83","81"
"female","group D","bachelor's degree","standard","none","63","63","63"
"female","group B","associate's degree","standard","none","79","85","84"
"male","group E","some college","free/reduced","completed","50","43","43"
"female","group C","some college","free/reduced","completed","41","62","62"
"female","group E","some high school","standard","none","82","81","84"
"female","group B","high school","free/reduced","none","45","59","54"
"male","group D","some high school","standard","none","89","84","79"
"male","group E","master's degree","standard","completed","100","96","99"
"female","group D","some high school","free/reduced","none","51","68","71"
"female","group E","associate's degree","free/reduced","none","81","89","84"
"male","group D","high school","free/reduced","completed","83","80","81"
"female","group E","bachelor's degree","standard","none","86","97","100"
"male","group C","high school","standard","completed","77","76","75"
"male","group C","associate's degree","standard","none","63","57","56"
"female","group E","some college","standard","none","87","97","93"
"female","group B","high school","standard","completed","94","100","100"
"female","group D","associate's degree","standard","completed","97","100","100"
"female","group E","bachelor's degree","standard","none","71","79","76"
"female","group C","some college","free/reduced","none","68","81","84"
"female","group B","some college","free/reduced","completed","38","45","43"
"female","group D","high school","free/reduced","none","73","71","67"
"male","group D","high school","free/reduced","none","52","45","42"
"male","group E","some high school","standard","completed","100","89","90"
"male","group B","master's degree","free/reduced","completed","64","67","73"
"female","group B","some college","standard","none","66","65","59"
